小时,温度,风力方向,风级,降水量,相对湿度,空气质量
21,23.6,北风,2,0,50,
22,21.6,东北风,1,0,57,
23,19.3,东北风,1,0,64,
00,17.9,西风,0,0,70,
01,16.7,东南风,1,0,75,
02,15.8,东南风,1,0,78,
03,15.2,东南风,1,0,82,
04,14.4,南风,1,0,85,
05,13.8,南风,1,0,87,
06,13.3,南风,1,0,89,
07,14.8,西南风,1,0,83,
08,17.7,西南风,1,0,71,
09,22.2,西风,2,0,57,
10,24.8,西南风,2,0,46,
11,26.6,西南风,1,0,40,
12,27.2,南风,2,0,38,
13,28.8,南风,2,0,35,
14,26.7,南风,3,0,40,
15,22.9,东风,1,0,56,
16,24.0,西风,1,0,53,
17,27.1,南风,4,0.1,24,
18,26.4,南风,4,0,23,
19,24.7,南风,4,0,28,
20,23.9,南风,4,0,26,
21,22.8,南风,3,0,29,
